# This dataset provides a comprehensive look at Airbnb prices in London. ,,,,,,,,,,,,,,,,,
# The dataset includes information such as realSum (the total price of the listing); multi (indicator if the listing belongs to hosts with 2-4 offers); biz (indicator if the listing belongs to hosts with more than 4 offers); bedrooms (0 for studios); dist (distance from city center) ; attr_index (accessibility of attractions within the city); rest_index (accessibility of restaurants within the city) etc. ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,rest_index,lng,lat
2099,188.15,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,1.801042866,0.156195374,548.1659998,1208.969238,-0.12493,51.52443
2100,206.26,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,4.02626715,1.78208279,273.6343969,545.6420331,-0.15513,51.47651
2101,167.69,Private room,FALSE,TRUE,2,FALSE,0,1,10,92,1,7.038122061,0.642489405,173.6940504,406.3361184,-0.22292,51.487
2102,90.31,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,2,5.203092677,2.560229962,220.0840824,419.8833345,-0.07713,51.47372
2103,225.55,Private room,FALSE,TRUE,3,FALSE,0,1,9,93,1,2.458403457,0.575560141,407.8243179,962.4668844,-0.11596,51.52921
2104,186.98,Private room,FALSE,TRUE,2,FALSE,0,1,9,70,1,2.19254406,0.539685366,448.5486255,971.8443465,-0.11808,51.52713
2105,128.88,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,14.50914548,5.266221948,83.81450439,172.3893812,0.07976,51.49199
2106,144.17,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.906038729,0.635277701,294.4893144,678.3219073,-0.08508,51.53138
2107,531.06,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,70,2,4.535589468,0.321153313,281.8345757,697.7770296,-0.19244,51.51281
2108,118.54,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,4.676163234,0.935628027,273.1403628,492.873733,-0.06701,51.48988
2109,186.98,Private room,FALSE,TRUE,3,FALSE,0,1,,98,1,3.241387662,0.832147009,326.1010581,734.7052471,-0.11559,51.53649
2110,238.95,Private room,FALSE,TRUE,2,TRUE,0,0,10,94,1,1.332815556,0.273755926,687.3828969,1344.510628,-0.1215,51.5197
2111,504.95,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,8,100,2,8.173215123,1.269971979,150.39353,320.7653443,-0.02125,51.53997
2112,90.31,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,7.09159621,3.432475447,169.1111676,335.3380084,-0.04913,51.46749
2113,233.31,Private room,FALSE,TRUE,2,TRUE,0,1,10,100,1,4.200312205,0.280879583,283.0821497,613.7525828,-0.18148,51.52539
2114,277.05,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,1,6.02929671,2.75006964,188.901409,372.9965248,-0.07551,51.46494
2115,82.55,Private room,FALSE,TRUE,2,FALSE,0,0,9,93,1,7.396344664,2.282670648,150.8569707,310.0579422,-0.10154,51.44386
2116,787.18,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,100,1,3.019543604,0.454480092,426.4749706,806.8748224,-0.16313,51.49276
2117,714.97,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,100,2,4.245442403,0.279471647,297.3145414,743.3151934,-0.18785,51.51451
2118,544.93,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,80,2,6.010529978,0.343316206,1926931.86,432.314883,-0.18334,51.54962
2119,211.43,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,4.772650682,1.979413091,244.1792626,506.6207604,-0.16833,51.47382
2120,558.1,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,6,60,1,2.907358829,0.428916227,354.6357558,826.2830317,-0.1121,51.53262
2121,464.03,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,96,2,7.050987352,0.185236693,175.3980061,420.988406,-0.22693,51.49545
2122,762.48,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,90,1,3.047974052,0.453302062,665.7184716,1022.325671,-0.08369,51.50994
2123,466.61,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,100,1,3.448232715,0.976542088,377.1232575,662.7103755,-0.08262,51.49508
2124,258.94,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,8,80,0,6.70891981,0.304639366,189.7851513,398.1294452,-0.0335,51.52228
2125,157.34,Private room,FALSE,TRUE,3,FALSE,0,0,8,96,1,7.179266524,0.347295142,159.8991148,346.6699952,-0.20621,51.5502
2126,206.03,Private room,FALSE,TRUE,2,FALSE,0,0,9,92,1,4.851464432,1.341601179,226.1852004,472.9238917,-0.15454,51.46812
2127,773.07,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,100,2,5.907140593,1.770973314,189.5129958,445.5455952,-0.16812,51.46168
2128,215.2,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,9.753359347,2.095570293,148.2508127,281.6696747,0.00633,51.4818
2129,470.38,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,100,2,5.259507838,0.49168278,253.1430559,530.9445916,-0.05409,51.51997
2130,168.87,Private room,FALSE,TRUE,2,FALSE,1,0,10,80,1,5.223566044,0.181497865,207.0469536,465.2365945,-0.13559,51.46165
2131,451.09,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,9,100,2,5.017158706,0.49423039,237.7056935,498.6117442,-0.15747,51.54936
2132,90.31,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,15.27612443,6.304867428,79.1253485,161.4817525,0.08711,51.47835
2133,229.54,Private room,FALSE,TRUE,5,FALSE,0,1,9,80,1,3.546293658,0.131699333,333.5537133,816.7310985,-0.08556,51.52651
2134,480.73,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,90,1,3.923975107,0.739222806,277.7361815,704.5082684,-0.1013,51.53957
2135,435.81,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,1,5.165434559,0.3393274,212.6368972,447.472372,-0.11011,51.46319
2136,82.55,Private room,FALSE,TRUE,2,FALSE,1,0,9,87,1,6.844949193,0.473480991,186.5004819,386.2369438,-0.03101,
2137,449.68,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,1,1.207776649,0.180326399,726.5323894,1380.132538,-0.11752,51.51721
2138,371.13,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,2,6.158290529,0.328861733,208.2695997,433.1712986,-0.04169,51.52232
2139,108.19,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.982312762,0.599881907,189.5800859,411.3798271,-0.12838,51.56209
2140,193.56,Private room,FALSE,TRUE,2,FALSE,1,0,10,90,0,6.336183188,0.511530903,199.0225224,463.4959838,-0.21779,51.50005
2141,438.16,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,9,94,2,5.476141239,0.510923313,227.6747569,497.041009,-0.05797,51.53156
2142,121.36,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,9.87133636,5.757296428,122.221966,247.3664658,-0.02047,51.44999
2143,608.2,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,100,1,0.126891647,0.22033954,1438.561236,2229.943221,-0.12735,51.50946
2144,842.68,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,80,1,3.002226284,0.577087135,523.1051362,854.9888532,-0.16834,51.49945
2145,103.01,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,11.12609375,6.815435239,104.4231007,212.7945318,-0.03595,51.4263
2146,99.25,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,11.23231222,2.707215962,115.254299,229.5641146,0.02855,51.48186
2147,309.27,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,9,70,0,3.289430521,0.329851909,321.0388852,770.0867025,-0.10682,51.53492
2148,167.69,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,0,5.779019076,0.476722814,239.5000666,488.7353531,-0.20786,51.5219
2149,128.88,Private room,FALSE,TRUE,2,FALSE,0,0,6,20,1,6.487542749,1.327176804,170.1553635,350.8970052,-0.11287,51.45074
2150,291.4,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,80,0,9.224576926,4.343587075,137.7413257,273.6988119,-0.01585,51.46346
2151,268.12,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,0,4.765179548,0.229943522,290.9247496,518.8188467,-0.0615,51.49663
2152,309.27,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,9,94,1,3.808867431,0.802772299,300.7687959,636.8249516,-0.1322,51.54243
2153,521.88,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,60,1,3.231072534,0.443843453,452.5426085,891.2734086,-0.16749,51.49347
2154,1453.47,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,100,2,0.839721046,0.280026438,821.1303939,1667.997107,-0.11759,51.51264
2155,384.06,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,2.20670182,0.25337843,513.252103,1066.338915,-0.15723,51.5013
2156,152.17,Private room,FALSE,TRUE,3,FALSE,0,1,9,100,1,3.776935999,0.366458925,313.9969145,783.2850777,-0.08328,51.52809
2157,628.9,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,100,3,3.704287931,0.328722299,315.57377,755.6865348,-0.08503,51.52847
2158,380.07,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,75,1,3.968200007,0.595114701,395.7160977,645.3758877,-0.07221,51.49934
2159,82.55,Private room,FALSE,TRUE,2,FALSE,0,0,10,83,1,9.983610516,5.641865559,116.16496,237.0011243,-0.04864,51.43333
2160,335.14,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,93,0,3.792417058,0.38929472,336.014667,768.4441699,-0.18189,51.51153
2161,332.56,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,87,0,3.824034613,0.247962542,485.0462855,853.9435143,-0.17729,51.49363
2162,128.88,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.95080855,0.393542394,199.8092294,433.0095842,-0.2056,51.53039
2163,96.66,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,1,8.97966994,3.879939295,125.5692925,260.3978419,-0.09273,51.4306
2164,199.68,,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.899961374,2.303290102,195.4123487,435.6634837,-0.07209,51.54853
2165,87.73,Private room,FALSE,TRUE,2,FALSE,0,1,6,80,1,6.386869957,0.508789078,200.5114418,415.8098127,-0.03804,51.52168
2166,491.07,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,2,4.887604234,0.549676802,245.6317416,510.0057192,-0.14852,51.55025
2167,306.92,Private room,FALSE,TRUE,3,FALSE,0,1,10,80,1,2.865208111,0.529091561,369.0026968,844.6010834,-0.11855,51.53346
2168,203.67,Private room,FALSE,TRUE,3,FALSE,0,1,10,100,1,7.696652065,0.283918853,162.3518109,335.8891033,-0.02068,51.52682
2169,445.92,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,93,1,5.372030356,0.510242607,234.3068493,515.3497333,-0.18822,51.47841
2170,116.18,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,83,1,9.40639573,5.090375148,123.4710578,255.6226116,-0.05375,51.43744
2171,270.7,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,0,3.306416255,0.452525151,431.1911613,814.5280819,-0.16781,51.4925
2172,270.7,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,67,0,3.212725149,0.514340775,435.9137492,825.8105712,-0.16664,51.49292
2173,90.31,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,1,7.735329693,4.472433066,152.4956207,303.2106728,-0.05046,51.45814
2174,1453.47,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,100,2,0.752873691,0.35598323,910.0230283,1939.29719,-0.1192,51.51267
2175,193.33,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,6.971632977,0.717213463,175.1244884,408.3916984,-0.22159,51.48647
2176,241.07,Private room,FALSE,TRUE,4,TRUE,1,0,10,99,1,4.01381617,0.402799167,468.0305747,735.522167,-0.14519,51.54267
2177,167.69,Private room,FALSE,TRUE,4,FALSE,0,0,9,93,1,1.99520313,0.534567274,483.925009,1019.936067,-0.11749,51.52513
2178,751.19,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,4.569742328,0.360599493,271.6575074,651.2260716,-0.19186,51.51696
2179,154.52,Private room,FALSE,TRUE,2,FALSE,0,0,8,93,1,9.613741372,0.220382772,116.3853915,284.0105847,-0.16885,51.42587
2180,360.78,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,7,80,2,9.113065358,3.832747006,144.4857681,282.17479,-0.0135,51.46781
2181,328.56,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,93,1,5.656293225,0.206770095,205.3415518,455.379417,-0.1824,51.5459
2182,95.49,Private room,FALSE,TRUE,3,FALSE,0,1,9,90,1,6.955314155,2.828911995,176.0929936,343.2256649,-0.04477,51.47312
2183,104.42,Private room,FALSE,TRUE,4,FALSE,1,0,8,80,1,9.400009344,5.219951294,123.8401503,253.663239,-0.04988,51.43914
2184,322.21,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,0,3.576074648,0.230085736,349.7905212,875.7111765,-0.17859,51.51245
2185,96.66,Private room,FALSE,TRUE,2,FALSE,0,1,9,83,1,8.564636162,1.551588792,168.1354867,323.5620182,-0.00825,51.48874
2186,79.96,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,11.69950355,2.739980326,109.3103901,218.2135108,0.03788,51.48836
2187,226.96,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,1,3.406669267,0.798709859,413.6733715,733.0270162,-0.08149,51.49772
2188,193.33,Private room,FALSE,TRUE,2,FALSE,0,0,8,91,1,3.277843701,1.247455911,323.8335679,609.9976885,-0.14515,51.481
2189,567.04,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,6,60,2,3.246564297,0.25265201,361.0408301,807.208462,-0.14041,51.53637
2190,141.82,Private room,FALSE,TRUE,2,FALSE,0,1,9,88,1,2.957001164,0.182519687,371.681786,802.1698622,-0.13597,51.53437
2191,322.44,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,92,1,4.279851133,0.216044703,287.0826795,684.8989022,-0.18747,51.51726
2192,171.45,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,5.414850569,0.246736812,200.2590649,436.6632811,-0.13602,51.45995
2193,348.08,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,4.158647814,0.761201283,286.6062995,684.1459539,-0.07978,51.53091
2194,127.47,Private room,FALSE,TRUE,2,FALSE,1,0,10,90,1,5.055395777,0.88151067,215.4305129,423.3715109,-0.10311,51.46552
2195,322.21,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,4,20,0,3.625986687,0.303908103,340.6378982,803.0639659,-0.17898,51.51385
2196,335.14,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,100,1,3.495739613,0.180724363,351.4059727,824.7076007,-0.17699,51.51414
2197,83.73,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,6.236646716,0.236696664,182.3362117,406.0706254,-0.13225,51.5643
2198,567.04,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,80,2,9.31700502,3.262688537,151.4070586,284.7526665,-0.0067,51.47195
2199,322.21,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,20,0,3.51027498,0.185477164,354.1922917,827.8812211,-0.17756,51.51279
2200,322.21,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,0,3.528428405,0.196659423,352.8482177,834.4683219,-0.17784,51.51272
2201,616.2,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,100,2,3.775340969,0.424492251,335.5786423,761.1632409,-0.18158,51.51192
2202,773.07,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,8,80,1,1.03226657,0.131746933,770.2050222,1806.03809,-0.13074,51.51738
2203,399.59,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,0.286531157,0.06534666,1115.526622,2746.438032,-0.12839,51.51084
2204,242.24,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,95,0,4.483380802,0.266756078,285.3966738,698.0516023,-0.19172,51.5126
2205,141.82,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,,0.140003894,127.4253579,291.664263,-0.20503,51.44474
2206,568.22,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,20,2,7.551232618,0.141503736,147.0416324,353.1274302,-0.15403,51.44251
2207,300.34,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,60,0,3.570049178,0.252002349,347.6645826,814.3226305,-0.17835,51.51313
2208,534.58,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,93,1,3.959646175,0.877116145,290.2219534,612.9318834,-0.1322,51.54379
2209,463.79,Entire home/apt,,FALSE,4,FALSE,1,0,10,100,2,3.579083271,0.558208765,302.2287975,811.0888665,-0.10332,51.53673
2210,173.8,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,4.116250127,1.16260326,262.7711411,487.3574541,-0.09869,51.476
2211,258,Private room,FALSE,TRUE,2,FALSE,1,0,7,87,1,6.10348852,0.311486276,187.1268716,408.873845,-0.1364,51.5629
2212,231.9,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,1,4.716280354,2.089968558,241.5168098,450.8025681,-0.08128,51.47728
2213,257.77,Private room,FALSE,TRUE,2,FALSE,0,0,10,95,1,3.661399429,0.333498908,335.4231947,935.2895346,-0.08235,51.52532
2214,175.22,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,0,6.025071423,0.878453558,184.4395207,378.5721797,-0.11535,51.45471
2215,162.52,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,8.795237524,0.381921126,128.6498072,286.9545167,-0.20164,51.44425
2216,332.56,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,8,90,0,4.851677624,0.467050827,247.6460694,514.1887345,-0.14732,51.55014
2217,1095.51,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,90,2,1.291325248,0.313994814,611.5196214,1638.304378,-0.13674,51.5184
2218,216.37,Entire home/apt,FALSE,FALSE,6,TRUE,1,0,10,100,1,14.42047344,4.729952555,84.2992744,172.7178244,0.07932,51.49682
2219,257.77,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,87,1,4.929297932,1.254239041,252.7547412,462.8542344,-0.06545,51.48683
2220,464.03,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,4,40,2,7.181505767,0.749966923,169.1775379,397.5238251,-0.22451,51.48596
2221,257.77,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,90,1,6.669705876,1.538134686,165.3882938,343.5115443,-0.11619,51.4488
2222,534.58,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,1,3.82921634,0.926710112,295.4950428,629.4076804,-0.13043,51.54269
2223,361.02,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,100,2,4.589200651,2.072029487,252.3663227,517.9279212,-0.16611,51.47485
2224,402.17,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,90,0,4.355702333,0.362616174,336.9344961,703.816186,-0.18732,51.49653
2225,463.79,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,96,1,3.49233927,0.191817246,354.7361416,821.3861514,-0.17723,51.51308
2226,108.19,Private room,FALSE,TRUE,2,FALSE,0,0,4,60,1,13.53193301,6.001408848,91.15131826,186.5988085,0.04655,51.45376
2227,238.48,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,7.914493995,2.442218851,140.4219473,297.6746428,-0.11786,51.43745
2228,341.73,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,93,1,4.037766265,0.325959641,308.9290266,731.2653299,-0.1849,51.5142
2229,500.01,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,7,80,1,2.165022128,0.380286743,521.9209182,901.2228786,-0.09846,51.50126
2230,373.72,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,10,100,2,4.458493796,1.371921888,274.9949479,496.8627366,-0.07303,51.48713
2231,302.69,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,80,0,3.527149162,0.184417956,354.0870229,853.1769424,-0.17788,51.51245
2232,283.64,Private room,FALSE,TRUE,3,FALSE,1,0,7,80,1,5.404938203,0.174631154,238.1922176,516.4890844,-0.05676,51.5286
2233,371.13,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,100,1,6.441826533,0.077139657,180.6896773,429.9304813,-0.17729,51.55719
2234,148.17,Private room,FALSE,TRUE,4,FALSE,1,0,10,100,1,13.21957087,5.092493795,93.46527852,189.5511873,0.04964,51.46494
2235,257.77,Private room,FALSE,TRUE,2,FALSE,0,1,9,85,1,4.013004978,0.364648477,434.8972936,779.5768719,-0.07005,51.51221
2236,150.05,Private room,FALSE,TRUE,2,FALSE,0,1,9,80,1,9.136722116,0.359852175,122.2906332,284.8497766,-0.16347,51.42934
2237,125.12,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,4.607566451,1.959245854,245.3598272,457.9150168,-0.08372,51.47722
2238,604.44,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,100,3,4.771248091,1.647869332,244.8721406,519.2682269,-0.17224,51.47578
2239,56.68,Shared room,TRUE,FALSE,2,FALSE,0,0,10,100,1,5.039653201,1.21264392,216.8944719,421.2152949,-0.09876,51.46674
2240,193.33,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,1,4.002053782,0.372118205,439.4884547,785.4912493,-0.07019,51.5121
2241,132.65,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,7.109573875,0.994654183,162.0710989,365.18445,-0.198,51.462
2242,368.54,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,100,1,6.262567459,0.233783882,185.2881146,420.3469905,-0.17841,51.5548
2243,180.39,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,2,20,1,5.994940771,0.208232852,192.8640182,427.2115295,-0.19068,51.54507
2244,255.18,Private room,FALSE,TRUE,5,FALSE,0,1,2,60,1,3.433890974,0.126603082,349.3073647,849.9908617,-0.08586,51.52497
2245,225.55,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,2,5.209557375,0.303245666,248.9698553,534.5824672,-0.05721,51.5247
2246,704.86,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,100,1,4.156916643,0.650774705,337.6212218,688.3646927,-0.17894,51.48921
2247,146.99,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.497409498,0.387663851,222.8859312,494.8883763,-0.20233,51.52451
2248,725.56,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,100,1,1.4653199,0.269791099,576.9014041,1199.181932,-0.11468,51.51878
2249,214.02,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,1,5.590063201,0.28143382,230.4513166,529.6573419,-0.20414,51.49294
2250,148.17,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,6.579341053,1.285080906,196.7546386,383.2655658,-0.03755,51.48979
2251,208.85,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,6.076080877,1.523002853,196.5191836,432.9261008,-0.05722,51.54087
2252,257.77,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.037213985,0.623517892,354.0207785,795.4140246,-0.12014,51.53523
2253,77.38,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,4,14.00263298,4.901347803,87.44504221,183.0774651,0.07173,51.48906
2254,628.9,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,96,1,3.555117574,0.748115466,361.956861,729.1450761,-0.16772,51.48855
2255,164.87,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,2.418700676,0.338761645,422.5665236,740.5338434,-0.13695,51.4874
2256,957.69,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,3.05162033,0.552823667,477.4239157,849.0256316,-0.166,51.49509
2257,108.19,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,4.993692122,2.367721115,229.3873523,432.0494286,-0.07826,51.47563
2258,172.86,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,0,9.303032238,4.895049705,124.7755359,254.3876393,-0.05763,51.43701
2259,150.76,Private room,FALSE,TRUE,2,FALSE,0,0,9,87,1,5.029107904,,216.1927168,445.9372303,-0.11739,51.46357
2260,212.85,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,73,0,7.10309115,0.980863021,161.2661394,357.7726654,-0.19761,51.55484
2261,211.43,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,4.580741817,2.028582989,251.6423731,464.3574878,-0.07965,51.48
2262,134.06,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,6.791074475,0.403353757,167.9622463,360.4410834,-0.13601,51.56913
2263,283.4,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,80,1,5.006081691,1.41424282,246.3090882,453.3032819,-0.0655,51.48539
2264,438.16,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,100,0,3.27076352,0.837607992,323.3941563,728.4493345,-0.11539,51.53673
2265,116.18,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,7.113312743,2.23365428,179.8185204,348.542374,-0.03533,51.48047
2266,132.65,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,5.485117904,0.417092122,236.8660182,498.7442075,-0.05212,51.52307
2267,111.01,Private room,FALSE,TRUE,2,FALSE,0,0,8,93,1,4.829058233,0.9070009,224.8484674,468.2693556,-0.14825,51.4669
2268,624.9,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,4.05225921,0.928323262,280.8662724,596.0792566,-0.13065,51.54469
2269,54.33,Private room,FALSE,TRUE,2,FALSE,0,0,6,100,1,9.620333618,5.833291119,122.3139459,249.1708445,-0.03722,51.44278
2270,470.38,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,1,3.361866991,0.43678996,424.2400735,797.1351372,-0.16837,51.49212
2271,243.66,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,14.40899017,4.710265647,84.37199977,172.8454351,0.07918,51.497
2272,434.16,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,80,1,7.714961789,0.738222309,174.4458856,369.0982342,-0.01791,51.49699
2273,408.52,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,8,80,1,7.947537509,0.760542335,170.8242407,354.0202941,-0.01444,51.49729
2274,139.23,Private room,FALSE,TRUE,2,FALSE,1,0,9,83,1,1.951173144,0.189186406,522.3440621,827.3547758,-0.13303,51.49113
2275,283.4,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,100,1,6.187950158,0.29316315,186.4638696,415.5774638,-0.18814,51.5491
2276,130.29,Private room,FALSE,TRUE,2,FALSE,0,0,9,100,1,9.532642668,1.622563222,148.9563437,299.1427297,0.005,51.486
2277,114.77,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,0,14.45599852,6.237655749,84.296523,171.7470836,0.06567,51.46005
2278,218.96,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,80,1,9.8805807,5.129934729,124.7724425,251.473606,-0.01303,51.45564
2279,266.94,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,80,0,7.751238276,0.100465625,155.4713472,406.4185385,-0.23653,51.49338
2280,216.14,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,1,4.140071864,0.407116469,286.4172971,619.2045135,-0.17992,51.52608
2281,109.6,Private room,FALSE,TRUE,2,FALSE,0,1,9,100,1,3.758086892,0.872006861,384.6519027,650.9038182,-0.07638,51.49726
