# This dataset provides a comprehensive look at Airbnb prices in London. ,,,,,,,,,,,,,,,,,
# The dataset includes information such as realSum (the total price of the listing); multi (indicator if the listing belongs to hosts with 2-4 offers); biz (indicator if the listing belongs to hosts with more than 4 offers); bedrooms (0 for studios); dist (distance from city center) ; attr_index (accessibility of attractions within the city); rest_index (accessibility of restaurants within the city) etc. ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,rest_index,lng,lat
1157,451.09,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,10,94,1,4.916735493,1.182792224,227.8605173,513.0068907,-0.088,51.545
1158,180.39,Private room,FALSE,TRUE,2,FALSE,1,0,9,92,1,5.810128264,1.557762779,191.746536,466.3638095,-0.16453,51.4615
1159,376.07,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,100,0,7.246239334,0.56174577,171.0788097,358.7854698,-0.02976,51.53117
1160,502.6,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,8,87,2,17.29557703,5.395137284,68.84205689,140.5217223,0.12007,51.49155
1161,119.95,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,5.903065629,0.878050576,186.4304503,379.1170743,-0.106,51.457
1162,283.4,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,96,1,8.436847011,0.414994854,140.6014228,319.4331572,-0.24798,51.49848
1163,175.45,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,1,7.115083334,2.136738804,157.293,320.2265851,-0.09591,51.4475
1164,281.99,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,2.26688614,0.304822383,545.8901597,947.7140549,-0.096,51.503
1165,119.95,Private room,FALSE,TRUE,2,TRUE,1,0,10,99,1,9.524015712,0.59678038,119.0532013,260.907521,-0.21406,51.44195
1166,116.18,Private room,FALSE,TRUE,2,FALSE,0,0,10,95,1,8.093261453,4.455763217,147.5741638,293.7899558,-0.04255,51.45856
1167,239.66,Private room,FALSE,TRUE,2,FALSE,0,1,9,88,1,8.168874819,1.08850577,159.3664089,328.7130105,-0.01024,51.51424
1168,399.59,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,9,98,1,4.930583775,0.427667791,242.4597542,510.9307094,-0.15969,51.54783
1169,168.87,Private room,FALSE,TRUE,2,FALSE,0,0,10,94,1,7.137953767,0.514313585,172.5164605,389.5903986,-0.23029,51.50976
1170,451.09,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,92,2,3.878597242,1.755117836,277.7706606,560.301526,-0.14865,51.47606
1171,340.08,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,2.542447019,0.552347324,394.4456359,879.9001899,-0.11255,51.52918
1172,159.93,Private room,FALSE,TRUE,3,FALSE,0,1,7,67,1,5.741219149,0.367638792,221.8381787,469.3356636,-0.0503,51.52681
1173,457.44,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,80,2,6.148911808,1.740911746,186.3009307,415.0801701,-0.18232,51.46493
1174,297.75,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,100,1,3.256403594,1.312176131,328.4400513,624.8782731,-0.148,51.482
1175,522.12,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,4.131617377,0.553375374,323.4561849,639.6782661,-0.14193,51.54435
1176,198.5,Private room,FALSE,TRUE,2,FALSE,0,1,8,86,1,4.355832924,0.498945071,303.8258035,597.1838409,-0.14653,51.54563
1177,283.64,Private room,FALSE,TRUE,3,TRUE,0,1,10,93,1,1.444493441,0.236065278,634.2833665,1093.384568,-0.10777,51.50423
1178,231.9,Entire home/apt,FALSE,FALSE,3,TRUE,1,0,10,100,1,14.17633228,4.929303169,86.05447248,177.4900096,0.07553,51.49517
1179,342.91,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,98,1,5.986823678,0.46785602,193.7313159,429.0168434,-0.17412,51.5536
1180,184.15,Private room,FALSE,TRUE,2,FALSE,0,1,8,81,1,4.284751648,0.400358098,320.8965073,619.120823,-0.14763,51.54473
1181,64.44,Private room,FALSE,TRUE,2,FALSE,0,0,9,91,1,14.77980764,4.268054738,81.83574794,166.9581152,0.085,51.501
1182,256.83,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,85,1,3.076903286,0.349499596,338.1686781,827.7856494,-0.11016,51.53377
1183,163.69,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,4.808883215,1.518476479,227.4693719,437.1079729,-0.09629,51.46975
1184,128.88,Private room,FALSE,TRUE,2,FALSE,1,0,10,91,1,6.403268071,0.574663851,196.6878042,458.9460839,-0.21894,51.50083
1185,2190.79,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,2,1.895787423,0.516693446,538.7948479,1012.145094,-0.14961,51.49832
1186,625.13,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,1,0.368940969,0.173099101,969.7378547,1749.512274,-0.12221,51.50855
1187,167.69,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,2,4.507614354,1.859178873,250.2281336,465.7161246,-0.08477,51.47784
1188,116.18,Private room,FALSE,TRUE,2,FALSE,1,0,10,98,1,10.92660156,6.301578118,105.3881111,216.6621568,-0.05065,51.42266
1189,116.18,Private room,FALSE,TRUE,2,FALSE,1,0,10,99,1,10.93180882,6.310378196,105.3492077,216.5916254,-0.05044,51.42268
1190,90.31,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,10.36973041,4.985998,119.7688128,242.8432536,-0.004,51.456
1191,208.85,Private room,FALSE,TRUE,2,TRUE,1,0,10,98,1,4.806495949,1.432945357,245.6921697,551.1011649,-0.07412,51.53583
1192,152.17,Private room,FALSE,TRUE,2,FALSE,0,1,9,91,1,7.246105744,0.354716908,170.6761807,405.8286713,-0.22778,51.49031
1193,181.8,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,2,5.8693154,0.664629144,197.6554916,429.3758621,-0.16305,51.55619
1194,322.21,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,6.888825929,0.606788473,172.748158,404.4355374,-0.20974,51.47371
1195,210.02,Private room,FALSE,TRUE,2,FALSE,0,1,9,89,1,2.134217092,0.107125666,470.1764338,1067.725226,-0.13605,51.52675
1196,508.95,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,74,2,3.473365697,0.222634811,354.6332787,822.1437459,-0.17681,51.51363
1197,733.32,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,93,1,4.844816914,1.637038705,236.9741532,531.2581645,-0.079,51.53963
1198,2180.44,Private room,FALSE,TRUE,3,FALSE,1,0,10,97,1,7.687073733,1.485552684,175.5342675,344.9778623,-0.02065,51.49032
1199,234.72,Entire home/apt,FALSE,FALSE,3,TRUE,1,0,9,97,0,14.09601833,4.952025699,86.65709537,179.5533713,0.07427,51.49461
1200,109.6,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,12.66530162,5.056897186,97.87376106,198.3110672,0.0379,51.46047
1201,500.01,Private room,FALSE,TRUE,2,FALSE,0,1,100,94,1,4.084558403,0.464078941,358.8840443,975.9099426,-0.07139,51.51934
1202,142.99,Private room,FALSE,TRUE,2,FALSE,0,1,7,73,1,4.262409059,0.623421512,315.6292693,613.0991199,-0.14448,51.54514
1203,474.14,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,3.957359437,0.43705922,375.4088926,949.6864059,-0.07318,51.51908
1204,82.55,Private room,FALSE,TRUE,2,TRUE,1,0,10,92,1,9.467395109,4.444491893,119.7146182,250.1624562,-0.08355,51.42779
1205,186.98,Private room,FALSE,TRUE,2,FALSE,1,0,10,88,1,6.943844955,0.164226948,178.6416244,421.4923967,-0.22721,51.50347
1206,377.71,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,9,94,1,3.626662058,0.448958859,349.1212828,887.0973898,-0.08151,51.52377
1207,464.03,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,2,14.91004781,4.210824185,81.01077876,165.2191358,0.08693,51.5016
1208,173.8,Private room,FALSE,TRUE,5,FALSE,0,0,10,94,1,6.823806381,1.169050122,190.3705576,393.8536029,-0.02976,51.51469
1209,824.57,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,5.511719554,0.295209671,233.3425265,499.9163815,-0.05601,51.52986
1210,173.33,Private room,FALSE,TRUE,2,FALSE,0,0,10,91,1,6.622669548,0.364662584,179.1221532,431.7121807,-0.20347,51.47235
1211,302.69,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,88,0,2.046545553,0.396127634,488.1546496,1099.788541,-0.12449,51.52662
1212,212.61,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,4.618322252,0.90421003,258.2955368,534.4332716,-0.16726,51.54161
1213,391.82,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,97,1,4.940466672,0.622383244,255.7710712,571.9986238,-0.06423,51.52864
1214,154.52,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,4.335496833,1.159349628,263.1079629,594.1860229,-0.08353,51.53599
1215,412.52,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,64,1,3.071681698,0.158377944,339.214132,803.2701761,-0.10764,51.53299
1216,1623.51,Private room,FALSE,TRUE,2,FALSE,1,0,7,80,1,7.592815812,1.448756767,176.7467168,348.346039,-0.02187,51.49075
1217,155.93,,FALSE,TRUE,2,FALSE,1,0,9,80,1,7.18536491,2.211448209,155.9455946,317.418581,-0.09525,51.44697
1218,563.04,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,1,8.314367962,0.077560092,134.1223205,314.8721813,-0.15973,51.43636
1219,300.34,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,100,1,5.596536202,0.189431141,230.753195,487.0552302,-0.0536,51.52841
1220,173.8,Private room,FALSE,TRUE,4,FALSE,0,1,7,70,1,3.53867905,0.244335633,349.5650692,812.7274582,-0.17783,51.51338
1221,786.24,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,8,88,2,4.345159107,0.32175323,339.4711741,709.0110126,-0.18698,51.49618
1222,650.77,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,100,1,0.310749162,0.033737162,1164.691142,2745.511066,-0.12813,51.51109
1223,167.69,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,5.676979575,0.514526131,193.250225,400.8483662,-0.11377,51.45803
1224,291.4,Private room,FALSE,TRUE,2,FALSE,1,0,9,94,1,7.004226299,0.301701298,182.2354792,428.5587579,-0.224,51.49
1225,219.2,Private room,FALSE,TRUE,2,FALSE,1,0,9,84,1,3.115743918,0.679588995,346.0499875,779.3297485,-0.12134,51.53606
1226,206.03,Private room,FALSE,TRUE,2,FALSE,1,0,9,86,1,3.162912079,0.72981222,339.8762906,762.4909768,-0.12091,51.53645
1227,289.52,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,67,0,3.906165613,0.491781975,307.6490611,803.1921515,-0.08113,51.5282
1228,265.53,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,0,2.583045346,0.130783024,528.7290649,921.1189037,-0.09177,51.50189
1229,193.33,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,13.65018668,4.519281538,90.23678967,203.283815,0.06742,51.49261
1230,641.83,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,100,1,1.272380194,0.22667938,701.2241083,1545.898407,-0.13213,51.51939
1231,180.39,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,84,1,13.34008577,4.206347945,93.88864887,191.0077918,0.06309,51.49344
1232,167.69,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,75,0,4.804521392,1.182755402,260.2318722,474.0052962,-0.06683,51.48759
1233,97.84,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,5.30215241,1.149656805,239.9739776,443.8293422,-0.05819,51.48836
1234,386.65,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,93,1,4.886098196,0.704159017,265.1911672,569.2767073,-0.18618,51.48409
1235,386.65,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,8,81,1,7.600140517,0.518528965,176.9488978,380.5215478,-0.0191,51.49896
1236,148.17,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,1,9.477450929,0.446949682,117.9224106,273.2027973,-0.16227,51.42596
1237,786,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,8,100,2,2.770729561,0.328825447,368.6138662,836.8481666,-0.11033,51.5308
1238,206.03,Private room,FALSE,TRUE,2,FALSE,0,1,8,88,1,1.85905907,0.119370472,504.3735835,1183.268838,-0.13724,51.52389
1239,148.17,Private room,FALSE,TRUE,2,FALSE,0,1,9,77,1,6.18393538,0.367436732,207.6799611,430.9452418,-0.0411,51.52181
1240,314.45,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,8.274619242,1.211771123,140.9119417,320.2576887,-0.22593,51.46643
1241,193.33,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,3.767293486,1.291995398,310.0395383,551.1457148,-0.08474,51.4875
1242,262.94,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,3.945835804,0.30093141,319.2676534,750.4255454,-0.18388,51.51284
1243,342.91,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,8.164850719,1.268951307,150.4658621,322.5411999,-0.02111,51.53961
1244,325.97,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,8.804280456,0.7530461,154.0363264,310.178241,-0.00075,51.51027
1245,91.49,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,9.822791047,6.08930526,120.985788,245.5854477,-0.02857,51.44527
1246,417.46,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,95,1,5.551863375,0.31688392,231.1407634,498.6078777,-0.05553,51.53007
1247,2421.27,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,3,0.38309247,0.218441438,1125.467383,2749.190574,-0.12412,51.51104
1248,214.02,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,81,0,4.866579978,1.312719109,254.4952279,465.5512416,-0.06687,51.48641
1249,162.75,Private room,FALSE,TRUE,2,TRUE,1,0,9,96,1,2.580320043,0.336441957,428.2084626,877.1601018,-0.13573,51.53094
1250,291.4,Private room,FALSE,TRUE,4,TRUE,1,0,10,100,0,3.662444388,0.370266376,375.7783102,723.929147,-0.14791,51.53868
1251,225.31,Private room,FALSE,TRUE,2,TRUE,1,0,10,93,1,3.886589563,0.122444374,396.3637673,927.9824394,-0.07297,51.51619
1252,134.06,Private room,,TRUE,2,FALSE,0,0,10,94,1,4.042144449,0.767988371,269.903188,641.4520177,-0.099,51.54
1253,211.43,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,84,0,4.907808956,1.367869897,251.5052564,461.1107643,-0.06667,51.48589
1254,146.99,Private room,FALSE,TRUE,2,FALSE,0,0,10,91,1,9.265955276,1.438649484,154.0579388,305.4060994,0.00174,51.48768
1255,206.03,Private room,FALSE,TRUE,2,TRUE,0,0,10,100,1,5.870136609,0.211295901,197.9313779,461.638734,-0.18149,51.54894
1256,1112.21,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,80,2,3.787576772,0.377849308,338.5691361,758.859179,-0.18188,51.5111
1257,148.17,Private room,FALSE,TRUE,2,FALSE,0,1,7,74,1,6.097251136,0.401285483,212.4840956,437.6525862,-0.04166,51.51987
1258,$100.66,Private room,FALSE,TRUE,2,FALSE,0,0,7,73,1,4.100393534,0.716210865,288.2927994,684.1706979,-0.0809,51.53096
1259,359.6,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,92,0,3.935028452,0.364567577,483.4244723,792.4091712,-0.071,51.511
1260,369.72,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,89,0,3.935020321,0.364558725,483.4282551,792.4086553,-0.071,51.511
1261,384.06,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,60,1,4.556070063,0.340028702,282.7609455,682.678384,-0.19289,51.51183
1262,296.57,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,9,89,1,4.954409747,1.268583313,221.4308962,467.3319592,-0.15431,51.46706
1263,130.29,Private room,FALSE,TRUE,2,TRUE,0,0,10,94,1,6.96383478,0.304781414,183.1279837,378.2609212,-0.03,51.523
1264,318.21,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,89,0,3.499882996,0.497580985,305.8579187,764.4589535,-0.10481,51.53641
1265,548.93,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,91,0,3.837122392,0.391301662,389.5966859,1029.501384,-0.07464,51.51837
1266,543.99,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,96,0,3.786966395,0.232146733,402.4874388,964.3229126,-0.07462,51.51664
1267,548.93,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,98,0,3.823458482,0.370322998,390.8996327,995.9262867,-0.07473,51.51813
1268,564.45,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,96,0,3.901593547,0.194140985,388.2635089,989.1224597,-0.07301,51.51687
1269,615.96,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,90,1,3.923629819,0.299076567,379.9715223,941.4215409,-0.07309,51.51783
1270,631.48,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,91,1,3.938306616,0.267660864,379.4746867,927.4197301,-0.07276,51.51758
1271,145.58,Private room,FALSE,TRUE,4,FALSE,1,0,10,100,1,7.145132236,2.153603646,156.6165043,319.0435472,-0.09624,51.44715
1272,154.52,Private room,FALSE,TRUE,4,TRUE,0,0,10,97,2,15.34881259,4.291245957,78.4376885,159.9582822,0.09315,51.50039
1273,1630.09,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,92,2,2.716363286,0.197860986,416.5119148,812.3139707,-0.15507,51.491
1274,117.36,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.117959817,0.459471462,246.672577,544.741621,-0.06159,51.52892
1275,180.39,Private room,FALSE,TRUE,2,,0,1,9,84,1,2.873778859,0.312628652,358.7662449,830.6062104,-0.1105,51.53187
1276,599.26,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,0,1.220804626,0.256402718,771.1858278,1429.144712,-0.12289,51.51891
1277,1009.2,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,2,3.772229429,0.422087009,336.2332748,761.7263882,-0.18155,51.51183
1278,250.01,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,9,95,1,9.436518566,4.381298795,119.9461968,263.0813918,-0.08628,51.42752
1279,242.24,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,1,8.194061962,1.044738529,158.5910717,326.7172067,-0.00993,51.51465
1280,141.82,Private room,FALSE,TRUE,2,TRUE,0,0,10,100,1,4.566097984,0.588930548,234.3322952,477.0666632,-0.13725,51.46774
1281,211.43,Private room,FALSE,TRUE,2,FALSE,1,0,9,89,1,1.730403843,0.08341682,575.7960927,1000.273935,-0.10453,51.50231
1282,464.03,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,88,1,3.623088364,0.172546566,337.3548299,777.7164023,-0.17777,51.51709
1283,157.34,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,4.190349414,1.786280634,261.7633702,530.3265669,-0.15384,51.47444
1284,951.1,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,7,91,2,4.111952146,0.11566392,313.0623305,792.3217116,-0.18653,51.51139
1285,599.26,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,80,1,4.307126758,0.347345844,294.6513947,734.3715417,-0.18859,51.5151
1286,1398.2,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,93,2,,0.460175756,633.1562509,1161.214793,-0.1075,51.50683
1287,167.45,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,5.662841543,2.113652329,205.2503533,453.5406767,-0.0695,51.54411
1288,136.64,Shared room,TRUE,FALSE,2,FALSE,0,1,10,100,1,12.74708017,3.635071367,97.85219125,198.0789195,0.05421,51.49221
1289,167.45,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,4.310144904,0.394452476,346.9995776,726.0674848,,51.51593
1290,592.91,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,80,1,1.620704113,0.448131048,529.6280938,1325.130348,-0.14125,51.5201
1291,378.89,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,83,0,4.170397783,0.505090744,348.8186714,709.3062429,-0.18032,51.49048
1292,378.89,Entire home/apt,FALSE,FALSE,2,FALSE,,,,,0,4.184996205,0.434478055,352.0371167,724.2155649,-0.181,51.491
1293,378.89,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,80,0,4.185013804,0.434480075,352.0340291,724.2094162,-0.181,51.491
1294,149.58,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,17.32119863,5.550407871,68.74051814,140.6051878,0.12018,51.49013
1295,528.47,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,7.312289726,1.230526001,164.3093361,382.5150685,-0.22356,51.48141
1296,579.98,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,7.228669976,1.10648086,166.683188,392.2461957,-0.22305,51.48255
1297,146.99,Private room,FALSE,TRUE,3,FALSE,0,0,9,89,4,,0.263472066,321.0782688,766.3812643,-0.08577,51.52803
1298,520.47,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,88,1,3.71245912,0.176967782,447.2085218,811.0002259,-0.14516,51.53982
1299,112.19,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,7.516539985,0.55798587,164.4531228,344.1657385,-0.02619,51.53215
1300,214.02,,FALSE,FALSE,2,FALSE,0,1,10,93,0,5.013120352,1.349177648,247.2088697,454.5859675,-0.06486,51.48595
1301,166.28,Private room,FALSE,TRUE,2,FALSE,0,1,8,82,1,4.467066518,0.495099179,286.7249735,572.9145065,-0.14728,51.54653
1302,100.66,Private room,FALSE,TRUE,2,FALSE,0,1,8,79,1,5.31515691,0.331083524,244.15816,519.6840452,-0.05533,51.52425
1303,167.69,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,1,8.884047322,3.458928337,154.6163845,296.2063537,-0.01404,51.47149
1304,360.78,Private room,FALSE,TRUE,,FALSE,1,0,10,96,1,7.240691632,1.11852324,166.3572854,392.4861594,-0.22319,51.48248
1305,141.82,Private room,FALSE,TRUE,2,FALSE,1,0,9,87,1,4.443173177,1.835396639,255.7966542,472.0444057,-0.08339,51.47941
1306,283.4,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,2,4.540384848,1.903143405,249.282478,463.7059739,-0.08377,51.478
1307,141.82,Private room,FALSE,TRUE,2,FALSE,FALSE,0,10,99,1,5.741287062,0.685195848,190.7523313,395.1788691,-0.119,51.457
1308,773.07,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,8,82,0,1.099115161,0.193629873,755.0868117,1710.716703,-0.1312,51.51793
1309,174.04,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,4.185524675,0.564684944,344.6106006,852.7298367,-0.07027,51.52013
1310,174.04,Private room,FALSE,TRUE,2,FALSE,0,1,9,85,1,4.134436011,0.513908047,352.4920714,898.5671631,-0.07084,51.51974
1311,220.37,Private room,FALSE,TRUE,3,TRUE,1,0,10,97,1,2.449252227,0.43864686,412.7268407,931.9316573,-0.11788,51.5295
1312,211.43,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,88,0,5.011253651,1.365322389,246.987477,454.2690141,-0.06502,51.48581
1313,448.51,Private room,FALSE,TRUE,2,FALSE,0,1,10,96,1,3.990282323,0.461476032,372.0773555,954.2511518,-0.07281,51.51933
1314,256.36,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,9,91,2,9.932423738,0.540907936,112.6825754,256.4933631,-0.16967,51.42303
1315,489.66,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,8,80,2,4.405074748,0.29231,250.2426677,551.7050015,-0.11487,51.54712
1316,512.95,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,96,1,3.422226887,0.025679035,361.2318998,930.5566898,-0.17538,51.51566
1317,344.08,Entire home/apt,FALSE,FALSE,2,,0,1,9,91,0,3.935026738,0.364565051,483.4259806,792.4080153,-0.071,51.511
1318,658.29,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,90,2,3.21078815,0.213811345,358.5755927,899.0871456,-0.13872,51.53632
1319,123.71,Private room,FALSE,TRUE,2,FALSE,1,0,10,98,1,7.368305324,1.222470688,175.5827814,364.4333909,-0.02197,51.51526
1320,599.26,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,8,95,2,3.163590388,0.643418565,347.3317718,758.0244963,-0.1301,51.53671
1321,479.32,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,98,2,7.988843621,1.104507867,153.5987285,320.2811441,-0.022,51.537
1322,284.81,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,91,1,4.061109517,0.881339644,280.43647,636.4547415,-0.0854,51.53366
1323,336.56,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,77,1,5.903517062,2.598873371,192.1689852,377.417046,-0.07776,51.46531
1324,438.16,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,88,2,5.178339289,1.932861606,222.9358672,499.1494871,-0.07524,51.54153
1325,173.8,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,6.131933224,0.553735401,206.0937228,433.4287467,-0.04426,51.52674
1326,142.05,Private room,FALSE,TRUE,,FALSE,1,0,10,100,1,4.654053948,0.782525871,278.7408875,500.9129364,-0.06637,51.4912
1327,291.4,Private room,FALSE,TRUE,3,TRUE,1,0,10,98,1,3.773894474,0.398426144,386.1073528,721.165612,-0.14843,51.53963
1328,157.34,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.629756128,2.507339698,200.9520389,390.8251536,-0.07968,51.46748
1329,507.77,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,83,1,3.571352117,0.078572376,383.9608736,807.9459966,-0.14341,51.53885
1330,722.74,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,80,1,9.290356731,0.220423764,142.5348804,286.2116981,0.00612,51.51256
1331,494.6,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,88,1,3.709058542,0.180984746,442.4890435,805.9919055,-0.14524,51.53977
1332,135.47,Private room,FALSE,TRUE,2,FALSE,1,0,8,91,1,6.431706383,1.080204873,201.8125133,398.8833544,-0.03889,51.49154
1333,244.83,Private room,FALSE,TRUE,6,FALSE,0,1,8,78,1,11.8357186,6.023974291,102.7529152,209.5829829,0.01125,51.44663
1334,176.63,Private room,FALSE,TRUE,2,TRUE,1,0,10,99,1,5.805739368,1.611015541,192.0872002,459.2781708,-0.16519,51.46175
1335,335.14,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,7,85,1,7.512205406,0.723861843,178.059658,369.230087,-0.0208,51.49725
1336,322.21,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,100,1,7.510605201,0.718578445,178.0988076,369.5175588,-0.02081,51.4973
1337,180.39,Private room,FALSE,TRUE,2,FALSE,0,0,8,100,1,12.79855365,4.335781549,97.28709328,196.1829298,0.04788,51.47309
1338,145.58,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,1,8.916331184,3.001962242,168.8087228,317.0145175,-0.0107,51.4751
1339,463.79,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,86,1,5.205877541,0.160508042,210.0092809,441.1867271,-0.117,51.462
1340,499.78,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,95,1,3.788598301,0.213757071,563.3700032,903.317471,-0.14518,51.54054
